0, 1, 0, 1, 0
0.1, 0.990613, -0.0536873, 0.984196, -0.0541431
0.2, 0.963007, -0.104371, 0.938277, -0.107959
0.3, 0.918799, -0.149332, 0.866492, -0.16112
0.4, 0.860497, -0.186381, 0.775193, -0.213302
0.5, 0.791256, -0.214038, 0.671898, -0.264181
0.6, 0.714586, -0.231612, 0.564278, -0.313437
0.7, 0.63405, -0.239202, 0.459237, -0.36075
0.8, 0.552988, -0.237595, 0.362247, -0.405809
0.9, 0.474296, -0.228119, 0.276995, -0.448303
1, 0.400291, -0.212446, 0.205366, -0.487927
1.1, 0.332635, -0.192395, 0.147662, -0.524384
1.2, 0.27235, -0.169757, 0.102992, -0.557379
1.3, 0.219871, -0.146144, 0.0697011, -0.586627
1.4, 0.175153, -0.1229, 0.0457831, -0.611848
1.5, 0.137788, -0.101049, 0.0291964, -0.63277
1.6, 0.10712, -0.0812858, 0.0180821, -0.649128
1.7, 0.0823575, -0.0640059, 0.0108795, -0.660665
1.8, 0.0626587, -0.0493499, 0.00636153, -0.667133
1.9, 0.0471993, -0.0372629, 0.00361629, -0.668293
2, 0.0352157, -0.0275526, 0.00199929, -0.663913
2.1, 0.0260312, -0.0199444, 0.0010754, -0.653772
2.2, 0.0190652, -0.0141255, 0.00056301, -0.637656
2.3, 0.0138336, -0.00977942, 0.000287007, -0.615362
2.4, 0.00994185, -0.00660913, 0.000142521, -0.586695
2.5, 0.00707367, -0.00435122, 6.897e-05, -0.55147
2.6, 0.00497987, -0.00278233, 3.25404e-05, -0.509511
2.7, 0.00346635, -0.00172021, 1.49747e-05, -0.460651
2.8, 0.00238365, -0.00102112, 6.72444e-06, -0.404734
2.9, 0.00161773, -0.000575184, 2.94789e-06, -0.34161
3, 0.00108242, -0.000300899, 1.26217e-06, -0.271142
3.1, 0.000713147, -0.000139519, 5.28044e-07, -0.193199
3.2, 0.000462021, -4.99338e-05, 2.15957e-07, -0.107659
3.3, 0.000293871, -4.23507e-06, 8.63778e-08, -0.0144103
3.4, 0.00018317, 1.59118e-05, 3.38045e-08, 0.0866515
3.5, 0.000111629, 2.21199e-05, 1.29502e-08, 0.195622
3.6, 6.63257e-05, 2.14355e-05, 4.85858e-09, 0.31259
3.7, 3.82774e-05, 1.79097e-05, 1.78592e-09, 0.437634
3.8, 2.1345e-05, 1.37064e-05, 6.43472e-10, 0.570827
3.9, 1.14128e-05, 9.85405e-06, 2.27354e-10, 0.712233
4, 5.7791e-06, 6.73875e-06, 7.88087e-11, 0.861912
